session,task,run,subj,name,trial.type,load,numtrials,probe,iti,acc,rt,resp,cresp,time.cue.onset.abs,time.target.onset.abs,time.rt.abs,time.scan.start,trial.num,time.cue.onset,time.target.onset,time.rt,time.block1.on,time.block2.on,time.block3.on,time.block1.off,time.block2.off,time.block3.off,load01,load01.trial.type
proactive,Stern,2,DMCC6960387,pro_ste_run2_DMCC6960387,NP,2,3,talent,1600,0,1594,1,2,672459,681259,682853,38050,42,634.409,643.209,644.803,28.416,256.413,484.411,228.027,456.024,684.022,not5,not5NP
proactive,Stern,2,DMCC6960387,pro_ste_run2_DMCC6960387,NP,4,1,clown,2800,1,530,2,2,684459,693259,693789,38050,43,646.409,655.209,655.739,28.416,256.413,484.411,228.027,456.024,684.022,not5,not5NP
proactive,Stern,2,DMCC6960387,pro_ste_run2_DMCC6960387,NN,5,2,signal,1600,1,570,1,1,697659,706458,707028,38050,44,659.609,668.408,668.978,28.416,256.413,484.411,228.027,456.024,684.022,LL5,LL5NN
proactive,Stern,2,DMCC6960387,pro_ste_run2_DMCC6960387,NN,4,1,grip,2800,1,523,1,1,709658,718458,718981,38050,45,671.608,680.408,680.931,28.416,256.413,484.411,228.027,456.024,684.022,not5,not5NN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,8,2,brow,4000,1,729,2,2,124455,133255,133984,93635,1,30.82,39.62,40.349,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,5,2,jets,2800,1,852,1,1,138855,147655,148507,93635,2,45.22,54.02,54.872,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,5,3,touch,2800,1,866,2,2,152055,160855,161721,93635,3,58.42,67.22,68.086,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,5,3,pound,1600,1,661,2,2,165254,174054,174715,93635,4,71.619,80.419,81.08,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,7,1,rivals,2800,1,1053,1,1,177254,186054,187107,93635,5,83.619,92.419,93.472,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,6,1,name,4000,0,766,1,2,190454,199254,200020,93635,6,96.819,105.619,106.385,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,7,2,world,4000,1,701,2,2,204853,213653,214354,93635,7,111.218,120.018,120.719,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,8,2,marker,1600,0,1325,2,1,219253,228053,229378,93635,8,125.618,134.418,135.743,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,5,3,wife,1600,1,1134,2,2,231253,240052,241186,93635,9,137.618,146.417,147.551,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,5,2,paper,1600,1,1326,1,1,243252,252052,253378,93635,10,149.617,158.417,159.743,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NN,5,1,chin,1600,1,902,1,1,255252,264052,264954,93635,11,161.617,170.417,171.319,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5NN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,7,2,grill,4000,1,1023,2,2,267252,276052,277075,93635,12,173.617,182.417,183.44,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,8,2,rhyme,2800,0,850,2,1,281651,290451,291301,93635,13,188.016,196.816,197.666,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,8,2,goods,2800,1,1127,2,2,294851,303651,304778,93635,14,201.216,210.016,211.143,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,6,1,reign,4000,0,949,2,1,308051,316850,317799,93635,15,214.416,223.215,224.164,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,5,3,harbor,1600,1,646,2,2,352450,361249,361895,93635,16,258.815,267.614,268.26,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,7,1,boat,4000,1,1272,1,1,364449,373249,374521,93635,17,270.814,279.614,280.886,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,8,2,hour,1600,0,1139,2,1,378849,387649,388788,93635,18,285.214,294.014,295.153,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,8,3,tongue,2800,1,715,2,2,390849,399648,400363,93635,19,297.214,306.013,306.728,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,6,1,beam,4000,1,1312,1,1,404048,412848,414160,93635,20,310.413,319.213,320.525,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NN,5,1,ruler,1600,1,758,1,1,418448,427248,428006,93635,21,324.813,333.613,334.371,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5NN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,5,3,dryer,4000,1,871,2,2,430447,439247,440118,93635,22,336.812,345.612,346.483,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,8,2,jazz,2800,1,1309,1,1,444847,453647,454956,93635,23,351.212,360.012,361.321,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,5,2,blaze,1600,1,812,1,1,458047,466847,467659,93635,24,364.412,373.212,374.024,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,8,3,visit,2800,0,898,1,2,470046,478846,479744,93635,25,376.411,385.211,386.109,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,5,2,ideals,1600,1,1385,1,1,483246,492046,493431,93635,26,389.611,398.411,399.796,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,5,3,plate,2800,1,585,2,2,495246,504046,504631,93635,27,401.611,410.411,410.996,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,7,2,spark,4000,1,946,2,2,508445,517245,518191,93635,28,414.81,423.61,424.556,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,8,3,males,4000,1,602,2,2,522845,531645,532247,93635,29,429.21,438.01,438.612,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,7,2,setup,2800,1,582,2,2,537245,546058,546640,93635,30,443.61,452.423,453.005,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,5,3,answer,2800,1,711,2,2,580457,589257,589968,93635,31,486.822,495.622,496.333,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,5,2,hawk,4000,1,1679,1,1,593657,602456,604135,93635,32,500.022,508.821,510.5,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NN,8,1,train,2800,1,785,1,1,608056,616856,617641,93635,33,514.421,523.221,524.006,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5NN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,8,2,poppy,1600,1,1297,1,1,621256,630056,631353,93635,34,527.621,536.421,537.718,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,7,2,wave,2800,1,857,1,1,633256,642055,642912,93635,35,539.621,548.42,549.277,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,8,2,days,2800,0,1115,2,1,646455,655255,656370,93635,36,552.82,561.62,562.735,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,7,2,need,4000,1,1009,1,1,659655,668455,669464,93635,37,566.02,574.82,575.829,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,5,3,hose,1600,1,792,2,2,674054,682854,683646,93635,38,580.419,589.219,590.011,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,RN,5,2,drip,1600,0,1309,2,1,686054,694854,696163,93635,39,592.419,601.219,602.528,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5RN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NN,5,1,finger,1600,1,649,1,1,698054,706854,707503,93635,40,604.419,613.219,613.868,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5NN
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,8,2,charge,4000,1,653,2,2,710054,718853,719506,93635,41,616.419,625.218,625.871,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,7,1,drum,1600,1,1118,2,2,724453,733253,734371,93635,42,630.818,639.618,640.736,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,5,3,spell,2800,1,726,2,2,736453,745253,745979,93635,43,642.818,651.618,652.344,28.421,256.415,484.422,228.029,456.023,684.03,LL5,LL5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,6,1,people,4000,1,676,2,2,749652,758452,759128,93635,44,656.017,664.817,665.493,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5NP
reactive,Stern,1,DMCC6960387,rea_ste_run1_DMCC6960387,NP,8,2,rattle,4000,1,690,2,2,764052,772852,773542,93635,45,670.417,679.217,679.907,28.421,256.415,484.422,228.029,456.023,684.03,not5,not5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NN,5,1,food,1600,1,717,1,1,69865,78665,79382,39048,1,30.817,39.617,40.334,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5NN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,8,2,rider,2800,1,894,2,2,81865,90665,91559,39048,2,42.817,51.617,52.511,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,8,2,slug,1600,0,812,2,1,95065,103864,104676,39048,3,56.017,64.816,65.628,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,8,2,witch,4000,0,901,2,1,107064,115864,116765,39048,4,68.016,76.816,77.717,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,5,2,stain,4000,1,1422,1,1,121464,130264,131686,39048,5,82.416,91.216,92.638,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NN,7,1,herd,4000,1,833,1,1,135864,144663,145496,39048,6,96.816,105.615,106.448,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5NN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,7,1,flag,2800,1,852,2,2,150263,159063,159915,39048,7,111.215,120.015,120.867,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,6,1,maid,2800,0,986,2,1,163463,172263,173249,39048,8,124.415,133.215,134.201,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,6,1,wall,1600,1,1586,2,2,176663,185462,187048,39048,9,137.615,146.414,148,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,5,3,zipper,2800,1,520,2,2,188662,197462,197982,39048,10,149.614,158.414,158.934,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,5,2,pair,4000,1,812,1,1,201862,210662,211474,39048,11,162.814,171.614,172.426,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,8,2,tree,1600,1,519,2,2,216261,225061,225580,39048,12,177.213,186.013,186.532,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,5,3,photo,2800,1,587,2,2,228261,237061,237648,39048,13,189.213,198.013,198.6,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,5,3,girl,1600,1,648,2,2,241461,250261,250909,39048,14,202.413,211.213,211.861,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,7,1,quart,4000,0,1310,2,1,253460,262260,263570,39048,15,214.412,223.212,224.522,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NN,8,1,rest,2800,1,754,1,1,297859,306659,307413,39048,16,258.811,267.611,268.365,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5NN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,7,2,singer,2800,0,1454,1,2,311059,319859,321313,39048,17,272.011,280.811,282.265,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,8,2,prince,4000,0,891,2,1,324259,333058,333949,39048,18,285.211,294.01,294.901,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,5,3,pals,4000,1,668,2,2,338658,347458,348126,39048,19,299.61,308.41,309.078,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,5,3,cotton,2800,1,822,2,2,353058,361858,362680,39048,20,314.01,322.81,323.632,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,5,3,chest,2800,1,587,2,2,366258,375057,375644,39048,21,327.21,336.009,336.596,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,8,2,dawn,1600,1,759,2,2,379457,388257,389016,39048,22,340.409,349.209,349.968,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,5,2,praise,1600,1,907,1,1,391457,400257,401164,39048,23,352.409,361.209,362.116,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,5,2,walker,1600,0,775,2,1,403457,412256,413031,39048,24,364.409,373.208,373.983,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NN,5,1,grass,1600,1,704,1,1,415456,424256,424960,39048,25,376.408,385.208,385.912,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5NN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,8,2,charm,1600,1,656,2,2,427456,436256,436912,39048,26,388.408,397.208,397.864,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,8,2,barber,4000,1,1116,1,1,439456,448255,449371,39048,27,400.408,409.207,410.323,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,6,1,motor,4000,1,1288,1,1,453855,462655,463943,39048,28,414.807,423.607,424.895,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,7,1,east,2800,1,882,1,1,468255,477068,477950,39048,29,429.207,438.02,438.902,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,7,2,oats,4000,1,820,2,2,481455,490268,491088,39048,30,442.407,451.22,452.04,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,8,3,slip,1600,1,706,2,2,525867,534666,535372,39048,31,486.819,495.618,496.324,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,7,2,note,2800,1,957,1,1,537866,546666,547623,39048,32,498.818,507.618,508.575,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,5,2,tile,4000,1,861,1,1,551066,559866,560727,39048,33,512.018,520.818,521.679,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,5,3,winner,1600,1,1078,2,2,565466,574265,575343,39048,34,526.418,535.217,536.295,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NN,5,1,flick,4000,1,781,1,1,577465,586265,587046,39048,35,538.417,547.217,547.998,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5NN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,8,3,glove,4000,0,1514,1,2,591865,600665,602179,39048,36,552.817,561.617,563.131,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,5,2,list,1600,1,863,1,1,606265,615064,615927,39048,37,567.217,576.016,576.879,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,5,3,beach,1600,1,662,2,2,618264,627064,627726,39048,38,579.216,588.016,588.678,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,5,3,bugs,4000,1,742,2,2,630264,639064,639806,39048,39,591.216,600.016,600.758,28.417,256.411,484.419,228.025,456.02,684.027,LL5,LL5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,7,1,suit,2800,1,683,2,2,644664,653463,654146,39048,40,605.616,614.415,615.098,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,8,1,dock,2800,1,1051,1,1,657863,666663,667714,39048,41,618.815,627.615,628.666,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,6,1,folder,4000,1,1247,1,1,671063,679863,681110,39048,42,632.015,640.815,642.062,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5RN
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,8,3,owner,2800,1,659,2,2,685463,694262,694921,39048,43,646.415,655.214,655.873,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,NP,6,1,washer,1600,1,567,2,2,698662,707462,708029,39048,44,659.614,668.414,668.981,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5NP
reactive,Stern,2,DMCC6960387,rea_ste_run2_DMCC6960387,RN,7,2,void,2800,1,915,1,1,710662,719462,720377,39048,45,671.614,680.414,681.329,28.417,256.411,484.419,228.025,456.02,684.027,not5,not5RN
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NP,5,3,syrup,1600,1,800,2,2,105551,114350,115150,74739,1,30.812,39.611,40.411,28.412,256.409,484.405,228.024,456.021,684.017,LL5,LL5NP
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NN,8,2,scale,4000,1,1075,1,1,117550,126349,127424,74739,2,42.811,51.61,52.685,28.412,256.409,484.405,228.024,456.021,684.017,not5,not5NN
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NN,8,2,doll,4000,1,982,1,1,131949,140748,141730,74739,3,57.21,66.009,66.991,28.412,256.409,484.405,228.024,456.021,684.017,not5,not5NN
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NP,5,3,threat,2800,1,645,2,2,146348,155147,155792,74739,4,71.609,80.408,81.053,28.412,256.409,484.405,228.024,456.021,684.017,LL5,LL5NP
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NN,6,1,parrot,2800,1,967,1,1,159547,168346,169313,74739,5,84.808,93.607,94.574,28.412,256.409,484.405,228.024,456.021,684.017,not5,not5NN
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NP,8,2,chance,2800,0,896,1,2,172746,181545,182441,74739,6,98.007,106.806,107.702,28.412,256.409,484.405,228.024,456.021,684.017,not5,not5NP
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NN,5,2,blur,4000,0,879,2,1,185945,194744,195623,74739,7,111.206,120.005,120.884,28.412,256.409,484.405,228.024,456.021,684.017,LL5,LL5NN
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NP,7,2,rash,4000,0,838,1,2,200344,209143,209981,74739,8,125.605,134.404,135.242,28.412,256.409,484.405,228.024,456.021,684.017,not5,not5NP
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NN,5,2,tube,1600,1,1096,1,1,214743,223556,224652,74739,9,140.004,148.817,149.913,28.412,256.409,484.405,228.024,456.021,684.017,LL5,LL5NN
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NP,5,3,share,1600,1,1067,2,2,226755,235555,236622,74739,10,152.016,160.816,161.883,28.412,256.409,484.405,228.024,456.021,684.017,LL5,LL5NP
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NP,7,2,wealth,1600,1,1363,2,2,238754,247554,248917,74739,11,164.015,172.815,174.178,28.412,256.409,484.405,228.024,456.021,684.017,not5,not5NP
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NP,8,2,bush,2800,1,885,2,2,250754,259553,260438,74739,12,176.015,184.814,185.699,28.412,256.409,484.405,228.024,456.021,684.017,not5,not5NP
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NN,7,1,straw,1600,1,1147,1,1,263953,272752,273899,74739,13,189.214,198.013,199.16,28.412,256.409,484.405,228.024,456.021,684.017,not5,not5NN
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NP,6,1,frost,4000,1,1245,2,2,275952,284751,285996,74739,14,201.213,210.012,211.257,28.412,256.409,484.405,228.024,456.021,684.017,not5,not5NP
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,RN,5,1,quart,2800,1,1023,1,1,290351,299150,300173,74739,15,215.612,224.411,225.434,28.412,256.409,484.405,228.024,456.021,684.017,LL5,LL5RN
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NN,6,1,taxi,4000,1,774,1,1,333548,342347,343121,74739,16,258.809,267.608,268.382,28.412,256.409,484.405,228.024,456.021,684.017,not5,not5NN
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NN,8,2,liar,1600,1,1388,1,1,347946,356746,358134,74739,17,273.207,282.007,283.395,28.412,256.409,484.405,228.024,456.021,684.017,not5,not5NN
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NP,7,2,need,4000,1,847,2,2,359946,368745,369592,74739,18,285.207,294.006,294.853,28.412,256.409,484.405,228.024,456.021,684.017,not5,not5NP
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NP,7,2,bean,2800,1,992,2,2,374345,383144,384136,74739,19,299.606,308.405,309.397,28.412,256.409,484.405,228.024,456.021,684.017,not5,not5NP
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NP,8,3,bees,1600,1,1108,2,2,387544,396343,397451,74739,20,312.805,321.604,322.712,28.412,256.409,484.405,228.024,456.021,684.017,not5,not5NP
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NP,5,3,visit,4000,1,667,2,2,399543,408355,409022,74739,21,324.804,333.616,334.283,28.412,256.409,484.405,228.024,456.021,684.017,LL5,LL5NP
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NN,7,1,logic,2800,1,871,1,1,413955,422754,423625,74739,22,339.216,348.015,348.886,28.412,256.409,484.405,228.024,456.021,684.017,not5,not5NN
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NP,5,3,people,4000,1,1173,2,2,427154,435953,437126,74739,23,352.415,361.214,362.387,28.412,256.409,484.405,228.024,456.021,684.017,LL5,LL5NP
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NN,8,2,heater,1600,0,725,2,1,441553,450352,451077,74739,24,366.814,375.613,376.338,28.412,256.409,484.405,228.024,456.021,684.017,not5,not5NN
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,RN,5,1,noise,2800,1,797,1,1,453552,462351,463148,74739,25,378.813,387.612,388.409,28.412,256.409,484.405,228.024,456.021,684.017,LL5,LL5RN
baseline,Stern,1,DMCC7297690,bas_ste_run1_DMCC7297690,NN,5,2,pole,2800,1,1096,1,1,466751,475550,476646,74739,26,392.012,400.811,401.907,28.412,256.409,484.405,228.024,456.021,684.017,LL5,LL5NN
